FID,gid,nid_id1,lat,lon,cordfrom,dmname,owname,county,city,state,water,btyear,stor,fedreg,esth,esthfr,huc02,qyr,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,mwhyr,mwh01,mwh02,mwh03,mwh04,mwh05,mwh06,mwh07,mwh08,mwh09,mwh10,mwh11,mwh12,cf,mw
ReAtlas_NonPowered_Dams.159,159,NY00954,43.0597510000,-76.8377273900,NHD,DAM AT LOCK E 26,NYS CANAL CORP,WAYNE,FOX RIDGE,NY,ERIE CANAL CLYDE RIVER,1910,3744,,19,Head estimated from NID,4,6272.42362200,7880.74009700,7514.53214300,9756.74425600,11555.5942000,6179.89104900,4288.10447600,3062.30156600,2284.43047000,2954.04030200,4220.67810800,6496.10285000,9202.71339900,77113.9311100,8228.73915500,7087.03495400,10187.5842200,11676.6465300,6452.78372700,4333.02514900,3197.52719800,2385.30673800,2984.98578800,4407.05552800,6564.15373700,9609.08837800,66.2996379800,13.2775388200
ReAtlas_NonPowered_Dams.185,185,NY00963,42.8300300700,-73.9909488000,NHD,LOCK E-8 DAM AT SCOTIA,NYS CANAL CORP,SCHENECTADY,SCOTIA,NY,ERIE CANAL MOHAWK RIVER,1910,1939,,11,Head estimated from NID,2,6691.57502000,7421.11062500,6289.94855000,9221.70855600,13527.6468500,7528.10334600,5860.54958900,3794.58202500,3352.49879000,3276.04932200,5253.80493200,7058.41424000,7770.98278900,47009.7307700,4427.89330700,3389.78124700,5502.24132900,7811.06155100,4491.73177700,3383.96722500,2264.08218400,2000.30800000,1891.63889200,3134.74476600,4075.63183000,4636.64866600,47.5726990500,11.2804354800
ReAtlas_NonPowered_Dams.192,192,NY00176,42.3911810000,-74.4506301300,NHD,GILBOA DAM,,SCHOHARIE,NORTH BLENHEIM,NY,SCHOHARIE CREEK,1926,95575,,128,Head estimated from NID,2,564.691520000,626.255885400,530.798892200,778.205520500,1141.57689900,635.284833300,494.562587400,320.218825200,282.912114400,276.460663700,443.360357500,595.648506400,655.781048600,45373.4482600,4273.77022900,3271.79206300,5310.72308200,7539.17947000,4335.38665400,3266.18041200,2185.27556200,1930.68264900,1825.79602100,3025.63271800,3933.77002900,4475.25937500,47.5726990500,10.8877938100
ReAtlas_NonPowered_Dams.199,199,PA00008,41.1101800000,-75.7192500000,NID,FRANCIS E WALTER DAM,CENAP,LUZERNE-CARBON,WHITE HAVEN,PA,LEHIGH RIVER,1961,160290,CE,122,Head estimated by upstream/downstream pool elevation,2,555.846645100,650.263759200,522.456530300,850.841560300,902.643720500,469.055138600,542.548381100,279.416857300,276.325253600,432.693901900,496.876351300,549.412363300,700.972422400,42553.3898900,4228.02506800,3068.27656200,5532.18504800,5679.68080500,3049.80380100,3413.86258600,1816.77274900,1796.67109300,2722.62820100,3230.69775800,3457.05263700,4557.73358400,47.5726990500,10.2110937700
ReAtlas_NonPowered_Dams.204,204,NY01074,43.1883300000,-73.5833400000,NID,THOMPSON ISLAND DAM,NYS CANAL CORP,WASHINGTON,FT MILLER,NY,HUDSON RIVER,1910,1000,,10,Head estimated from NID,2,6042.75384400,6701.55301500,5680.06944000,8327.56333900,12215.9939500,6798.17162500,5292.30539200,3426.65591400,3027.43747000,2958.40061100,4744.39124600,6374.02400100,7017.50125800,39798.3981500,3748.65071300,2869.78592400,4658.19283600,6612.83807500,3802.69630800,2864.86377900,1916.77005400,1693.45905400,1601.45987900,2653.87225700,3450.42644600,3925.38282200,47.5726990500,9.55000709700
ReAtlas_NonPowered_Dams.209,209,PA00897,39.9673613400,-75.1862079300,NHD,FAIRMOUNT,PHILADELPHIA WATER DEPARTMENT,PHILADELPHIA,,PA,SCHUYLKILL RIVER,1927,3683,,22,Head estimated from NID,2,2766.23503000,3148.85775500,3084.29483800,4197.99176400,3584.35960800,2193.05145500,2810.25577000,1830.71729700,1492.00180900,2332.29005800,2278.43353700,2580.99811700,3700.18586400,38259.4797800,3698.89374300,3272.43506700,4931.28832000,4074.64661000,2576.12916700,3194.65689800,2150.50322500,1752.62161300,2651.31259600,2676.42561500,2934.04021200,4346.52671100,47.5726990500,9.18072888400
ReAtlas_NonPowered_Dams.212,212,NY00046,41.2254384000,-73.8544174000,NHD,NEW CROTON RESERVOIR DAM,CITY OF NEW YORK - DEP,WESTCHESTER,CROTON-ON-HUDSON,NY,CROTON RIVER,1906,96000,,98,Head estimated from NID,2,591.831272200,724.583641100,652.353941300,940.071626800,881.932132700,459.485245800,521.637944200,293.468292800,294.974213800,426.847252500,526.878718300,574.518437100,812.294099900,36640.0832800,3809.92035400,3098.18252600,4942.97389800,4487.68225000,2416.01119700,2654.33728600,1543.08041000,1550.99866700,2171.99801200,2770.37161600,2923.41791100,4271.10915700,47.5726990500,8.79213917400
ReAtlas_NonPowered_Dams.220,220,PA00958,40.6883300000,-75.2066700000,NID,EASTON,DCNR,NORTHAMPTON,,NJ/PA,LEHIGH RIVER,1943,1033,,21,Head estimated from NID,2,2646.53051400,3096.07496300,2487.55148900,4051.07806600,4297.72163000,2233.29356800,2583.21401900,1330.37636500,1315.65643500,2060.16825800,2365.75760000,2615.89522400,3337.51210300,34860.8193700,3463.70567800,2513.61020300,4532.10670500,4652.93898100,2498.47684700,2796.72306400,1488.34644600,1471.87865900,2230.44627400,2646.66977800,2832.10545200,3733.81128000,47.5726990500,8.36518774300
ReAtlas_NonPowered_Dams.231,231,NY00964,42.9179883300,-74.4465992600,NHD,LOCK E-13 DAM AT FONDA-FULTONVILLE,NYS CANAL CORP,MONTGOMERY,FONDA FULTONVILLE,NY,ERIE CANAL MOHAWK RIVER,1910,3305,,12,Head estimated from NID,2,4145.66997000,4597.64336100,3896.84801300,5713.17815600,8380.86087900,4663.92917700,3630.82000400,2350.87923300,2076.99286300,2029.62968400,3254.91999600,4372.93998300,4814.40167600,32764.7350900,3086.14299200,2362.60201300,3834.93963000,5444.13588900,3130.63698400,2358.54976900,1578.01484400,1394.17011400,1318.43016700,2184.84726800,2840.62459000,3231.64082700,47.5726990500,7.86221222900
ReAtlas_NonPowered_Dams.239,239,NY00967,42.9082852000,-74.5771517300,NHD,LOCK E-14 DAM AT CANAJOHARIE,NYS CANAL CORP,MONTGOMERY,CANAJOHARIE,NY,MOHAWK RIVER,1910,3264,,12,Head estimated from NID,2,3820.82254700,4237.38009600,3591.49784200,5265.50354200,7724.15132900,4298.47187200,3346.31532100,2166.66846200,1914.24334700,1870.59146400,2999.87017700,4030.28408000,4437.15361000,30197.3479500,2844.31824300,2177.47266500,3534.44049000,5017.54295500,2885.32576400,2173.73794800,1454.36437000,1284.92539100,1215.12029300,2013.64647000,2618.03823300,2978.41512300,47.5726990500,7.24614307700
ReAtlas_NonPowered_Dams.241,241,VT00001,43.1277769300,-72.7758718000,NHD,BALL MOUNTAIN DAM,CENAE,WINDHAM,JAMAICA,VT,WEST,1961,54700,CE,170,Head estimated by upstream/downstream pool elevation,1,308.338630000,282.087029400,195.551725100,330.801075600,774.897565500,430.102234000,278.910973700,181.002402200,171.069405200,137.745324300,264.863468200,334.489505000,317.069565700,32975.6763400,2562.22768900,1604.32588900,3004.70275900,6811.43254600,3906.66616400,2451.65731300,1644.06484000,1553.84232900,1210.79614500,2405.78417800,2940.19855300,2879.97793600,52.2267258000,7.20770172100
ReAtlas_NonPowered_Dams.243,243,NY00965,42.9391703300,-74.6216909300,NHD,LOCK E-15 DAM AT FORT PLAIN,NYS CANAL CORP,MONTGOMERY,FORT PLAIN,NY,ERIE CANAL MOHAWK RIVER,1910,2893,,12,Head estimated from NID,2,3672.76214800,4073.17770700,3452.32398600,5061.46042100,7424.83333700,4131.90212000,3216.64251400,2082.70806000,1840.06465100,1798.10431900,2883.62244000,3874.10685300,4265.20981300,29027.1728500,2734.09828700,2093.09359000,3397.47766000,4823.10853600,2773.51672800,2089.50359700,1398.00640900,1235.13334600,1168.03326000,1935.61581100,2516.58683500,2862.99878900,47.5726990500,6.96534834600
ReAtlas_NonPowered_Dams.267,267,PA01744,40.6583300000,-75.2450000000,NID,CHAIN,DEP,NORTHAMPTON,,PA,LEHIGH RIVER,0,1197,,14,Head estimated from NID,2,2646.53051400,3096.07496300,2487.55148900,4051.07806600,4297.72163000,2233.29356800,2583.21401900,1330.37636500,1315.65643500,2060.16825800,2365.75760000,2615.89522400,3337.51210300,23240.5462400,2309.13711800,1675.74013500,3021.40447000,3101.95932100,1665.65123100,1864.48204200,992.230964300,981.252439000,1486.96418200,1764.44651800,1888.07030100,2489.20752000,47.5726990500,5.57679182900
ReAtlas_NonPowered_Dams.261,261,PA00896,40.0383300000,-75.2466700000,NID,FLAT ROCK,DEP,PHILADELPHIA,,PA,SCHUYLKILL RIVER,1977,1500,,14,Head estimated from NID,2,2650.97413000,3017.65408800,2955.78131900,4023.07376000,3435.00985700,2101.67343300,2693.16065500,1754.43667700,1429.83447000,2235.11037200,2183.49789400,2473.45549500,3546.00997200,24443.5463200,2363.18112700,2090.72153100,3150.54400000,2603.24535800,1645.85961400,2041.02994400,1373.93204200,1119.73000700,1693.89345100,1709.93787300,1874.52490800,2776.94646100,47.5726990500,5.86546322700
ReAtlas_NonPowered_Dams.288,288,CT00378,41.7986862700,-72.9314339300,NHD,PHELPS DAM - NEPAUG RESERVOIR,MDC,HARTFORD,UNIONVILLE,CT,FARMINGTON RIVER TR,1916,40530,,46,Head estimated from NID,1,722.739786600,720.114940000,587.295342500,937.733298100,1664.76464500,897.945250900,630.707893100,391.528874100,354.612487600,346.427147900,620.752408700,746.700686800,777.239880800,21261.6123600,1799.22254100,1325.36640000,2342.94665100,4025.27417500,2243.53536600,1525.00367100,978.243245100,886.006865800,837.634470800,1550.96313600,1805.46541600,1941.95042400,52.2267258000,4.64728481800
ReAtlas_NonPowered_Dams.289,289,PA01132,41.8982269400,-77.1389078600,NHD,TIOGA DAM,CENAB,TIOGA,TIOGA,PA,TIOGA RIVER,1979,143200,CE,101,Head estimated from NID,2,305.162920000,361.917243600,324.013961000,585.239879100,587.195148700,275.020886900,255.459011300,144.417914800,109.588089800,164.284961600,189.705013300,282.393774800,386.758972600,19332.7896500,1947.33589300,1574.67761600,3148.94811700,3057.55031800,1479.78040200,1330.18602600,777.056617500,589.650878600,855.438839600,1020.72887700,1470.43649500,2080.99957300,47.5726990500,4.63908817900
ReAtlas_NonPowered_Dams.306,306,NY01055,42.3419435300,-75.9672056600,NHD,WHITNEY POINT DAM,CENAB,BROOME,WHITNEY POINT,NY,OTSELIC RIVER,1942,176000,CE,66,Head estimated from NID,2,412.507199700,489.225455900,437.989293400,791.104186800,793.747243100,371.762388100,345.319416200,195.218441400,148.136857600,222.073931700,256.435755000,381.728767200,522.805525500,17077.2076200,1720.13765000,1390.95790400,2781.55619300,2700.82189500,1307.13247400,1174.99147000,686.396398400,520.855534000,755.633663500,901.639094200,1298.87873200,1838.20661200,47.5726990500,4.09783965100
ReAtlas_NonPowered_Dams.314,314,NY00074,41.7993245400,-74.4295225300,NHD,MERRIMAN DAM,NEW YORK CITY DEPARTMENT OF ENVIRONMENTAL PROTECTION,ULSTER,LACKAWACK,NY,ROUNDOUT CREEK,1945,202800,,136,Head estimated from NID,2,193.361617600,214.442481900,181.756107200,266.473061700,390.898655300,217.534173400,169.348075000,109.649300200,96.8747398200,94.6656346700,151.815412300,203.961906000,224.552485500,16555.5766400,1559.38623300,1193.79078100,1937.74302700,2750.84809100,1581.86844400,1191.74323700,797.349516600,704.455266000,666.184897000,1103.97371700,1435.32911200,1632.90431700,47.5726990500,3.97266929700
ReAtlas_NonPowered_Dams.320,320,MD00002,39.4307966100,-76.5437423300,NHD,Loch Raven Dam,Baltimore City DPW Reservoir Section,Baltimore,Loch Raven,MD,Gunpowder River,1923,91900,,70,Head estimated from NID,2,355.736477600,355.067576900,432.802278400,493.523221200,482.231157500,353.655577800,383.961944100,263.906949900,205.647097000,313.531534000,273.004160900,322.491844100,399.029485300,15775.7205400,1337.33635100,1472.36508100,1858.81952300,1757.69882100,1332.01815800,1399.51441500,993.986441800,774.554919300,1142.80049900,1028.25042900,1175.46020200,1502.91570000,47.5726990500,3.78553535200
ReAtlas_NonPowered_Dams.322,322,NY00416,42.9472690700,-76.7357515200,NHD,,NYS CANAL CORP,CAYUGA,CAYUGA,NY,SENECA RIVER,1912,663000,,14,Head estimated from NID,4,2483.18014600,3119.89408300,2974.91657900,3862.58248600,4574.72642400,2446.54756800,1697.61109000,1212.32986000,904.379667400,1169.47047400,1670.91776900,2571.73217200,3643.24806200,21806.0826100,2326.90206800,2004.05383900,2880.81932700,3301.89260500,1824.70187900,1225.28190400,904.188662500,674.511012900,844.086739600,1246.21602800,1856.19480900,2717.23373400,66.2996379800,3.75458888200
ReAtlas_NonPowered_Dams.326,326,PA00921,40.3798520700,-76.0310656600,NHD,BLUE MARSH DAM,CENAP,BERKS,READING,PA,TULPEHOCKEN CREEK,1977,129900,CE,94,Head estimated from NID,2,261.578960000,297.760287100,291.655129600,396.967830900,338.941936700,207.377938800,265.741621300,173.115126300,141.085727500,220.544531100,215.451785000,244.062704600,349.894625600,15423.1134200,1491.09339900,1319.17991300,1987.89475200,1642.56642200,1038.48595300,1287.82607500,866.908158300,706.514622800,1068.79380300,1078.91733200,1182.76660400,1752.16638700,47.5726990500,3.70092389400
ReAtlas_NonPowered_Dams.333,333,MD00003,39.3771230700,-76.8906700600,NHD,Liberty Dam,Baltimore City DPW Reservoir Section,Baltimore,Daniels City,MD,,1953,177000,,122,Head estimated from NID,2,192.012397300,191.651351300,233.609450400,266.384199600,260.289192800,190.889210400,207.247381100,142.446471800,111.000121100,169.231847900,147.356784300,174.068266800,215.380240400,14753.8970500,1250.71452600,1376.99718800,1738.42023900,1643.84931700,1245.74080300,1308.86519800,929.604045100,724.385520600,1068.77913200,961.648688600,1099.32340400,1405.56898500,47.5726990500,3.54033901100
ReAtlas_NonPowered_Dams.337,337,NY01054,42.0940411300,-75.9048069900,NHD,ROCKBOTTOM DAM,CITY OF BINGHAMTON,BROOME,BINGHAMTON,NY,SUSQUEHANNA RIVER,1936,1360,,6,Head estimated from NID,2,3646.98826900,4325.25662500,3872.27620800,6994.17535200,7017.54269100,3286.76219300,3052.97910200,1725.93197400,1309.68230900,1963.36215300,2267.15604200,3374.87524300,4622.13900700,14411.7362600,1451.65244200,1173.85224300,2347.40100000,2279.26799900,1103.11058400,991.594618800,579.261205100,439.558548000,637.691671300,760.908054600,1096.14511600,1551.29278000,47.5726990500,3.45823425100
ReAtlas_NonPowered_Dams.341,341,CT00501,41.6950521400,-73.0622570600,NHD,THOMASTON DAM,CENAE,LITCHFIELD,THOMASTON,CT,NAUGATUCK RIVER,1960,63000,CE,132,Head estimated from NID,1,185.154474800,225.913079600,179.291063700,282.333742700,337.442989500,197.231075700,183.778551000,75.3938456100,61.1633761800,86.9378084800,172.317271300,185.723152400,235.478528000,15330.2604700,1588.64012100,1138.77816700,1985.39505500,2296.38193300,1386.94581400,1250.65791100,530.175978400,430.106098900,591.633013400,1211.74980800,1263.89139800,1655.90517300,52.2267258000,3.35083179600
ReAtlas_NonPowered_Dams.343,343,MA00565,42.0053000000,-72.7716000000,NID,,William H. Wilson,Hampden,Southwick,MA,Congamond Lake,1900,5200,,10,Head estimated from NID,1,2404.66087900,2395.92763100,1954.01742200,3119.97570800,5538.91523400,2987.59506100,2098.45732200,1302.67377600,1179.84756400,1152.61374200,2065.33397000,2484.38229600,2585.99065700,15083.2603800,1276.39153600,940.231914800,1662.11639000,2855.58110200,1591.59275000,1081.85715400,693.978298700,628.544628800,594.228631700,1100.27313200,1280.82031100,1377.64452600,52.2267258000,3.29684342600
ReAtlas_NonPowered_Dams.345,345,PA00934,40.1112768700,-75.3468281300,NHD,,MONTGOMERY COUNTY COMMISSIONERS,MONTGOMERY,,PA,SCHUYLKILL RIVER,1800,2355,,8,Head estimated from NID,2,2583.84401000,2941.23860000,2880.93262400,3921.19821900,3348.02574700,2048.45315200,2624.96225400,1710.00940700,1393.62704000,2178.51109200,2128.20558700,2410.82064700,3456.21502800,13614.0382800,1316.19356300,1164.44490400,1754.72192300,1449.89935100,916.675325700,1136.76875800,765.222982300,623.643025500,943.428174500,952.364250200,1044.03238100,1546.64363900,47.5726990500,3.26681897300
ReAtlas_NonPowered_Dams.348,348,NY00089,42.0705600000,-73.9497200000,NID,DIAMOND MILLS PAPER COMPANY DAM,,ULSTER,SAUGERTIES,NY,ESOPUS CREEK,1929,830,,24,Head estimated from NID,2,864.157330000,958.370357300,812.290847600,1190.90154700,1746.97513600,972.187514600,756.837795300,490.036480400,432.945367000,423.072598900,678.482125500,911.531348800,1003.55323200,13280.0678100,1250.86279800,957.600140700,1554.36197400,2206.59479100,1268.89692000,955.957702000,639.594493000,565.079302400,534.380698200,885.553317800,1151.35028800,1309.83538200,47.5726990500,3.18667955800
ReAtlas_NonPowered_Dams.358,358,NY01136,41.8916700000,-74.0216700000,NID,EDDYVILLE DAM,,ULSTER,NEW SALEM,NY,RONDOUT CREEK,1850,90,,8,Head estimated from NID,2,2410.43508800,2673.22796000,2265.76144500,3321.83825200,4872.92072700,2711.76881300,2111.08361200,1366.88203100,1207.63507700,1180.09649600,1892.52242000,2542.57768800,2799.25869800,12700.3624900,1196.25977700,915.798705600,1486.51052100,2110.27188400,1213.50666900,914.227963100,611.674731300,540.412299200,511.053759200,846.896891200,1101.09121600,1252.65807400,47.5726990500,3.04757371100
ReAtlas_NonPowered_Dams.367,367,PA00951,40.6083300000,-75.4533300000,NID,HAMILTON STREET,DEP,LEHIGH,,PA,LEHIGH RIVER,1983,50,,9,Head estimated from NID,2,1999.30388100,2338.90924600,1879.20423400,3060.35999100,3246.68523100,1687.12677700,1951.47185500,1005.02398000,993.903906200,1556.34041300,1787.19585000,1976.16065500,2521.30132800,12289.8413000,1221.09559800,886.148720600,1597.74994300,1640.34818100,880.813603800,985.957393800,524.701999400,518.896441700,786.322043700,933.057573800,998.431109100,1316.31869000,47.5726990500,2.94906521600
ReAtlas_NonPowered_Dams.371,371,CT00502,41.9451817300,-71.9009936700,NHD,WEST THOMPSON DAM,CENAE,WINDHAM,PUTNAM,CT,QUINEBAUG RIVER,1965,47800,CE,65,Head estimated from NID,1,316.897389900,386.656954000,306.861987400,483.222596700,577.543711500,337.566851500,314.542455400,129.038808800,104.682937200,148.796644600,294.926134300,317.870698400,403.028503400,12920.3241300,1338.90388400,959.760798100,1673.28844100,1935.38778800,1168.91617700,1054.05290500,446.831643900,362.492876000,498.627555200,1021.26120500,1065.20607100,1395.59478500,52.2267258000,2.82407679800
ReAtlas_NonPowered_Dams.374,374,PA00351,41.3560350700,-77.3556472600,NHD,LITTLE PINE CREEK,DCNR,LYCOMING,,PA,LITTLE PINE CREEK,1950,35500,,79,Head estimated from NID,2,233.033890000,313.845570700,248.467920300,458.012982600,385.064833600,241.661313900,162.794302900,95.0999107000,97.5925941500,172.199907600,124.468961200,207.624226500,290.924149400,11562.1063100,1322.52139600,945.699948500,1930.03191900,1570.29092900,1018.34242100,663.873703300,400.743800100,411.247778800,702.229674600,524.502748200,846.689728700,1225.93226700,47.5726990500,2.77443823100
ReAtlas_NonPowered_Dams.375,375,NY00061,41.2624394000,-73.7090604000,NHD,MUSCOOT DAM,CITY OF NEW YORK - DEP,WESTCHESTER,STANWOOD,NY,CROTON RIVER,1906,15000,,37,Head estimated from NID,2,495.727825900,606.923442500,546.422631300,787.419803000,738.721185100,384.872568700,436.932714000,245.813977100,247.075361900,357.534436700,441.322474500,481.226304100,680.391197800,11536.0889700,1199.54913400,975.459280300,1556.28976700,1412.94170400,760.678405400,835.715106000,485.837129900,488.330184000,683.851128700,872.248384400,920.434837900,1344.75391000,47.5726990500,2.76819512000
